lat,long,alt
49.86531820280167,9.09509774448881,6413.798194073472
49.236694338638145,9.148278485559993,8720.392037517751
48.461553445,9.38233029,358.30445639360113
49.04214484819792,8.95128197062489,7202.58188176583
47.27012496,9.60597214,0.0
49.11190414974253,9.259815271221369,8555.527855974127
48.577987245,9.4223643,343.24647861588323
49.97706648939586,9.774131412755633,8408.223338927091
49.98863385714243,9.740117206583955,8552.132163658911
48.61353618,8.84790497,0.0
49.08464368628688,9.82257085682241,10826.166298089323
49.372814739999995,11.74853837,7774.828719896947
49.12167834151341,11.83659100866611,7948.968175999223
48.68799815,9.0337426,0.0
49.00240615,12.09766222,0.0
49.62372859008674,15.10643122383582,9148.90488435181
50.797906135,15.523247155,9752.569803084727
50.76772289,15.8253644,11704.858200038545
50.213304,16.517551225,5770.927539380799
49.58516883,17.38755991,0.0
47.62586433415373,21.22345555246978,28170.45914665494
46.475854,26.490366,0.0
47.75300050910644,21.683069188916015,49.55784049513808
47.225431959106444,24.108162888916016,6045.251616168332
47.225431959106444,24.108162888916016,6045.251616168332
47.5309911,21.6401786,0.0
47.75300050910644,21.683069188916015,49.55784049513808
47.5309911,21.6401786,0.0
46.475854,26.490366,0.0
46.475854,26.490366,0.0
46.475854,26.490366,0.0
46.475854,26.490366,0.0
46.475854,26.490366,0.0
46.475854,26.490366,0.0
46.475854,26.490366,0.0
46.475854,26.490366,0.0
46.998375495,24.058582355,5996.6334187171
46.475854,26.490366,0.0
46.475854,26.490366,0.0
46.475854,26.490366,0.0
46.475854,26.490366,0.0
46.475854,26.490366,0.0
46.475854,26.490366,0.0
46.468976999999995,26.483583000000003,0.0904372614240788
46.475854,26.490366,0.0
46.468976999999995,26.483583000000003,0.0904372614240788
46.475854,26.490366,0.0
46.468976999999995,26.483583000000003,0.0904372614240788
46.468976999999995,26.483583000000003,0.0904372614240788
46.468976999999995,26.483583000000003,0.0904372614240788
46.475854,26.490366,0.0
46.468976999999995,26.483583000000003,0.0904372614240788
46.468976999999995,26.483583000000003,0.0904372614240788
46.468976999999995,26.483583000000003,0.0904372614240788
46.7245255,27.658640775000002,1420.6113003932483
46.7245255,27.658640775000002,1420.6113003932483
46.7245255,27.658640775000002,1420.6113003932483
46.468976999999995,26.483583000000003,0.0904372614240788
46.468976999999995,26.483583000000003,0.0904372614240788
46.7245255,27.658640775000002,1420.6113003932483
46.468976999999995,26.483583000000003,0.0904372614240788
46.468976999999995,26.483583000000003,0.0904372614240788
46.468976999999995,26.483583000000003,0.0904372614240788
46.468976999999995,26.483583000000003,0.0904372614240788
46.7245255,27.658640775000002,1420.6113003932483
