lat,long,alt
51.529725,-0.167175,273.2832121759494
51.5475,-0.10694500000000001,217.79102491998188
51.52975,-0.16720999999999997,273.2619825577496
51.37218,-0.1994,311.8244302908163
51.370845,-0.20048000000000002,313.27588787803796
51.37896,-0.21699,294.3699803623557
51.37083,-0.20049499999999998,313.19348103933424
51.370835,-0.20046,313.25046504639556
51.62146,0.29632499999999995,1199.4588961540906
51.74872,0.291395,1302.1334483774897
51.7487,0.291365,1302.103765596523
51.74871,0.291365,1302.0762555845456
51.748715,0.291395,1302.1310353448064
51.7487,0.291385,1302.1356203710375
51.748695,0.291405,1302.0398162684546
51.7487,0.29139,1302.123192158631
51.748685,0.29136000000000006,1302.0797542505147
51.748715000000004,0.291375,1302.0991804733699
51.74872,0.291375,1302.1744737375707
51.83228773910312,0.2540286132519528,1310.28168558248
51.578599999999994,-0.022495000000000043,2225.4197949275795
51.578595,-0.022484999999999977,2225.3994318337977
52.11040298057982,0.08530107743235897,1579.03558457893
51.578595,-0.02249000000000001,2225.3986011247835
51.808165,-0.13501000000000007,2301.8143829590945
51.808175,-0.13499499999999998,2301.812736928592
51.808195,-0.13501000000000007,2301.9087354715143
51.57861,-0.022495000000000043,2225.4306012933703
51.29439,0.7992600000000001,5680.490077519122
51.467330000000004,1.4894000000000003,8335.698804831778
51.77397591399729,-0.1508693950048736,2230.139292205697
51.467330000000004,1.4894150000000002,8335.762044297537
52.110373394611024,0.08526119616905432,1579.0651688600262
51.79066,1.028645,4991.028848239925
51.29441,0.7992499999999999,5680.679580951271
52.14432,1.53307,7091.149282444448
52.18858,1.60723,7464.65892984524
51.645517537673534,-0.053863213192693625,2230.714772239241
51.64557949190284,-0.05389042459630467,2230.7293384698164
51.675335000000004,1.71416,9897.365672401776
51.904905,1.6016149999999998,10309.589439067275
51.7064,1.5444550000000001,9797.641425629097
52.64272,1.23931,12050.0713304565
52.33752294306627,1.5331100140260208,10495.4858019356
52.71029,1.27743,12267.525291672333
51.298604999999995,1.3854350000000002,8761.242422850806
51.79916991821307,1.5890344814085358,10137.342240184142
51.534585,1.49332,9411.230848700412
51.740115,1.7448350000000001,11087.098044817512
52.234845,1.5379299999999998,11595.594624954063
51.9129295915423,1.511751116517827,10858.747379810839
52.234825,1.537865,11596.07225923147
51.599365000000006,2.1956979999999997,12920.912200575289
51.90111,1.6012999999999997,10303.882203199735
51.89795065011816,1.6017910527030887,10303.79351886686
52.4904546810565,1.9160640393224748,13280.696921489834
51.828945000000004,2.083173,13471.953254141896
51.866945,2.0,12914.773171950581
51.649550000000005,2.1281,12521.693778049455
51.06464276411976,2.9135175074053317,18005.065737557863
51.288920000000005,2.801135,18953.122986346556
51.288915,2.801135,18953.038312256955
51.30991,2.7609633,18606.634110497653
51.288915,2.8011299999999997,18953.166860170335
52.375375000000005,2.245,11242.507267748097
52.281710000000004,2.3366655,11866.81842747026
51.5686652677536,2.7196912579107844,16794.922619021992
51.970475,2.684705,17166.971505417936
51.248906641293985,2.867779502993968,17704.246826490922
51.302417104244974,2.7373742080985397,16678.424587135174
51.463750000000005,2.3706300000000002,13938.926198669362
52.59276015562891,2.786781377697279,19607.67182324895
51.704985,2.985965,9664.030040309299
52.59989372917662,2.92229687568295,20747.220602014077
52.498374938491224,3.0554526925616967,17241.935189744403
51.068451985457685,2.9107749493208837,18027.370181621453
51.636415,2.4108799999999997,12910.578986015065
52.15779673755081,3.332054946733427,12003.008491610808
51.443185,3.121965,20021.69360072222
52.27896947202542,3.0812565378249146,17452.606998079817
52.69636,2.8016050000000003,15310.03279755227
52.58831614232432,3.447550634735079,10461.202069076178
52.362545,3.2830099999999995,30266.46130922596
51.57079,4.39129,19151.89656805836
52.362535,3.28299,30266.448847597138
52.009815,4.888974999999999,15166.223191165489
51.59964,4.579365,17559.474602249335
51.592915,4.59696,17416.263002714393
51.529965000000004,4.410275,19002.82581882501
52.53434120016375,3.895363351968038,13459.356872140079
51.836125,5.08638,13626.10032012273
52.670178500000006,3.0653397,21372.207397665014
52.6755765,3.0326,21071.04141355146
51.5091465,4.9520408499999995,14649.103586181423
52.692373,3.0318993499999998,21041.4648779544
28.08992,26.182185,1203489.1263881556
29.1743325,26.4244445,1241598.2080756468
28.4374,26.921905000000002,1182192.167762459
28.03742,26.22154,1199100.5592143943
28.437405,26.921865,1182194.3812787347
29.1743325,26.4244445,1241598.2080756468
52.080885,4.52666,9804.091216685387
28.05957,26.427130000000002,1189674.9940234856
28.059575,26.427165000000002,1189673.4522288546
27.92029,27.848515000000003,1113504.5856968798
28.30281,26.916575,1176268.308224663
27.92029,27.848515000000003,1113504.5856968798
28.437375,26.921885,1182192.006550605
52.170405,6.7437000000000005,8539.608268982109
52.811805,5.39694,16216.356760436305
28.302805,26.916575,1176268.0789892238
27.923605,27.856125000000002,1113290.5863860275
53.350305,5.3729249999999995,17667.966998273205
51.453635000000006,6.018285,7752.688153605374
52.677189999999996,5.3916249999999994,16429.708140765768
27.92029,27.848515000000003,1113504.5856968798
51.836135,5.086315,13625.548682444618
52.677215000000004,5.3916,16429.71802649631
52.77893,5.617565,28464.293083664124
53.641797999999994,5.5598635,20237.05665084144
28.643114999999998,28.603965000000002,1111073.6845694017
52.249030000000005,5.9450445,20471.266518283734
53.269265000000004,5.60009,18576.61256624406
53.022165,6.106990000000001,23146.385205515988
51.840855000000005,6.4272452,5628.02924228545
53.306043,5.6765735,20014.135941835684
53.1562465,5.7372365,20156.418984510896
52.774495,6.8351049999999995,11120.298946253864
52.774525,6.835089999999999,11120.296940760772
52.359875,6.892315,7365.696160717947
52.944743,7.214078499999999,10450.922838375713
53.31886,7.15004,8203.435760280709
52.647194999999996,7.632770000000001,12213.113969699943
52.38068,7.747235,12321.541425147438
53.022175000000004,6.106990000000001,23146.3644699953
52.63538,7.645775,12164.755591945986
52.931073,7.202353499999999,10560.330054125401
52.380660000000006,7.747245,12321.5471306046
52.235198551590706,7.826240432247668,12351.617176327121
53.07051,7.605825,11371.395802395838
52.774485,6.835065,11120.562687413505
53.167052999999996,7.3102585,9246.651763061378
52.515405,7.458870000000001,13721.415461481163
52.465295,7.2961,13189.851959647394
52.515365,7.45899,13720.742979788336
52.647194999999996,7.6327750000000005,12213.08254134201
53.14196212394759,7.311122731320615,11914.446153667644
52.323025,7.5075199999999995,12167.51690701176
52.519695,7.558770000000001,13056.379390067126
52.68657,7.68944,10207.422323440403
52.83625,7.144105,17554.06342306974
