_sentence,_receivers,sentence_id,time,pressure_mbar,temperature_external,latitude,longitude,altitude,solar,satellites
"$$icspace19,226,13:07:45,246.5,0.0,43.6189,26.5940,7498.00,2.44,7*0A60","eui-fcc23dfffe0ab8d7,eui-1002fcc23d0f60ea",226,13:07:45,246.5,0.0,43.6189,26.594,7498.0,2.44,7
"$$icspace19,227,13:09:48,247.7,-1.4,43.6017,26.5889,7507.00,2.44,9*5948","eui-1002fcc23d0f60ea,eui-fcc23dfffe0ab8d7,eui-0000024b08030ba8",227,13:09:48,247.7,-1.4,43.6017,26.5889,7507.0,2.44,9
"$$icspace19,228,13:11:51,384.6,3.1,43.5847,26.5839,7545.00,2.44,9*BF98","eui-1002fcc23d0f60ea,eui-0000024b08030ba8",228,13:11:51,384.6,3.1,43.5847,26.5839,7545.0,2.44,9
"$$icspace19,229,13:13:54,265.2,3.3,43.5679,26.5787,7518.00,2.44,9*3CBE","eui-b827ebfffe53916f,eui-1002fcc23d0f60ea",229,13:13:54,265.2,3.3,43.5679,26.5787,7518.0,2.44,9
"$$icspace19,230,13:15:57,385.3,2.2,43.5509,26.5732,7516.00,2.44,8*82B4","eui-b827ebfffe53916f,eui-1002fcc23d0f60ea",230,13:15:57,385.3,2.2,43.5509,26.5732,7516.0,2.44,8
"$$icspace19,231,13:18:00,385.0,0.1,43.5339,26.5677,7534.00,2.44,7*704F","eui-fcc23dfffe0ab8d7,eui-1002fcc23d0f60ea,eui-0000024b08030ba8",231,13:18:00,385.0,0.1,43.5339,26.5677,7534.0,2.44,7
"$$icspace19,232,13:20:03,367.7,8.7,43.5165,26.5624,7515.00,2.44,7*4629",eui-1002fcc23d0f60ea,232,13:20:03,367.7,8.7,43.5165,26.5624,7515.0,2.44,7
"$$icspace19,233,13:22:06,289.3,2.9,43.4992,26.5572,7528.00,2.44,6*AE5B",eui-0000024b08030ba8,233,13:22:06,289.3,2.9,43.4992,26.5572,7528.0,2.44,6
"$$icspace19,234,13:24:09,366.8,2.6,43.4819,26.5523,7528.00,2.44,8*554F","eui-1002fcc23d0f60ea,eui-fcc23dfffe0ab8d7,eui-0000024b08030ba8",234,13:24:09,366.8,2.6,43.4819,26.5523,7528.0,2.44,8
"$$icspace19,235,13:26:12,350.0,-1.1,43.4650,26.5475,7533.00,2.44,6*F9B3","eui-1002fcc23d0f60ea,eui-0000024b08030ba8",235,13:26:12,350.0,-1.1,43.465,26.5475,7533.0,2.44,6
"$$icspace19,237,13:30:18,383.7,-0.4,43.4303,26.5373,7529.00,2.44,9*012A","eui-b827ebfffe53916f,eui-1002fcc23d0f60ea",237,13:30:18,383.7,-0.4,43.4303,26.5373,7529.0,2.44,9
"$$icspace19,238,13:32:21,386.0,0.8,43.4131,26.5318,7513.00,2.44,6*43F9","eui-1002fcc23d0f60ea,eui-b827ebfffe53916f,eui-fcc23dfffe0ab8d7,eui-0000024b08030ba8",238,13:32:21,386.0,0.8,43.4131,26.5318,7513.0,2.44,6
"$$icspace19,239,13:34:24,386.4,1.8,43.3955,26.5262,7516.00,2.44,7*4989","eui-b827ebfffe53916f,eui-1002fcc23d0f60ea",239,13:34:24,386.4,1.8,43.3955,26.5262,7516.0,2.44,7
"$$icspace19,240,13:36:27,384.2,1.0,43.3782,26.5207,7583.00,2.44,7*A35E","eui-b827ebfffed01f62,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-0000024b08030ba8",240,13:36:27,384.2,1.0,43.3782,26.5207,7583.0,2.44,7
"$$icspace19,241,13:38:30,382.5,-2.9,43.3608,26.5153,7570.00,2.44,7*BB67","eui-b827ebfffed01f62,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-0000024b08030ba8",241,13:38:30,382.5,-2.9,43.3608,26.5153,7570.0,2.44,7
"$$icspace19,242,13:40:33,327.7,-4.8,43.3435,26.5099,7623.00,2.44,7*6BEA","eui-1002fcc23d0f60ea,eui-b827ebfffe53916f,eui-fcc23dfffe0ab8d7,eui-0000024b08030ba8",242,13:40:33,327.7,-4.8,43.3435,26.5099,7623.0,2.44,7
"$$icspace19,243,13:42:36,347.5,-0.1,43.3260,26.5045,7610.00,2.44,7*9412","eui-fcc23dfffe0ab8d7,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea",243,13:42:36,347.5,-0.1,43.326,26.5045,7610.0,2.44,7
"$$icspace19,244,13:44:39,284.7,2.9,43.3084,26.4987,7588.00,2.44,5*0AD5","eui-b827ebfffe53916f,eui-0000024b08030ba8",244,13:44:39,284.7,2.9,43.3084,26.4987,7588.0,2.44,5
"$$icspace19,245,13:46:43,318.9,7.3,43.2904,26.4930,7539.00,2.44,6*B59E",eui-1002fcc23d0f60ea,245,13:46:43,318.9,7.3,43.2904,26.493,7539.0,2.44,6
"$$icspace19,246,13:48:46,385.3,2.5,43.2726,26.4870,7537.00,2.44,6*7019","eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-b827ebfffe9353e4",246,13:48:46,385.3,2.5,43.2726,26.487,7537.0,2.44,6
"$$icspace19,247,13:50:49,386.3,4.5,43.2550,26.4810,7490.00,2.44,5*2F2E","eui-b827ebfffed01f62,eui-fcc23dfffe0ab8d7,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-0000024b08030ba8",247,13:50:49,386.3,4.5,43.255,26.481,7490.0,2.44,5
"$$icspace19,248,13:52:54,385.0,7.0,43.2375,26.4748,7512.00,2.44,5*52D2","eui-b827ebfffed01f62,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-0000024b08030ba8",248,13:52:54,385.0,7.0,43.2375,26.4748,7512.0,2.44,5
"$$icspace19,249,13:54:57,383.2,-0.5,43.2206,26.4688,7555.00,2.44,7*A229","eui-fcc23dfffe0ab8d7,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-0000024b08030ba8,eui-b827ebfffe9353e4",249,13:54:57,383.2,-0.5,43.2206,26.4688,7555.0,2.44,7
"$$icspace19,252,14:01:06,384.5,2.8,43.1706,26.4496,7528.00,2.44,8*BE76","eui-b827ebfffed01f62,eui-1002fcc23d0f60ea,eui-0000024b08030ba8",252,14:01:06,384.5,2.8,43.1706,26.4496,7528.0,2.44,8
"$$icspace19,253,14:03:09,384.3,5.7,43.1539,26.4429,7498.00,2.44,5*ED02","eui-b827ebfffed01f62,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-b827ebfffe9353e4",253,14:03:09,384.3,5.7,43.1539,26.4429,7498.0,2.44,5
"$$icspace19,256,14:09:18,383.1,2.7,43.1046,26.4238,7566.00,2.44,6*01E4","eui-b827ebfffe53916f,eui-0000024b08030ba8",256,14:09:18,383.1,2.7,43.1046,26.4238,7566.0,2.44,6
"$$icspace19,257,14:11:21,383.8,0.0,43.0882,26.4168,7554.00,2.44,6*C1B3","eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-0000024b08030ba8",257,14:11:21,383.8,0.0,43.0882,26.4168,7554.0,2.44,6
"$$icspace19,258,14:13:24,384.2,-2.8,43.0713,26.4099,7520.00,2.44,6*CE30","eui-b827ebfffed01f62,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea",258,14:13:24,384.2,-2.8,43.0713,26.4099,7520.0,2.44,6
"$$icspace19,259,14:15:27,384.5,-1.8,43.0546,26.4029,7544.00,2.44,8*7C4E","eui-b827ebfffed01f62,eui-1002fcc23d0f60ea,eui-b827ebfffe53916f,eui-fcc23dfffe0ab8d7,eui-0000024b08030ba8",259,14:15:27,384.5,-1.8,43.0546,26.4029,7544.0,2.44,8
"$$icspace19,260,14:17:30,383.7,-3.8,43.0377,26.3958,7552.00,2.44,7*8D35","eui-b827ebfffed01f62,eui-b827ebfffe3879a8,eui-1002fcc23d0f60ea,eui-0000024b08030ba8,eui-b827ebfffe53916f",260,14:17:30,383.7,-3.8,43.0377,26.3958,7552.0,2.44,7
"$$icspace19,261,14:19:33,383.1,-3.5,43.0206,26.3885,7567.00,2.44,7*81E0","eui-b827ebfffed01f62,eui-b827ebfffed708d0,eui-1002fcc23d0f60ea",261,14:19:33,383.1,-3.5,43.0206,26.3885,7567.0,2.44,7
"$$icspace19,262,14:21:36,383.7,-2.6,43.0030,26.3815,7561.00,2.44,7*B1ED","eui-b827ebfffed01f62,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-0000024b08030ba8",262,14:21:36,383.7,-2.6,43.003,26.3815,7561.0,2.44,7
"$$icspace19,263,14:23:39,383.3,-1.4,42.9853,26.3741,7560.00,2.44,7*AE9D","eui-b827ebfffe3879a8,eui-1002fcc23d0f60ea,eui-0000024b08030ba8,eui-b827ebfffe53916f",263,14:23:39,383.3,-1.4,42.9853,26.3741,7560.0,2.44,7
"$$icspace19,264,14:25:42,383.7,0.6,42.9676,26.3662,7545.00,2.44,7*93F1","eui-1002fcc23d0f60ea,eui-b827ebfffe3879a8,eui-fcc23dfffe0ab8d7,eui-0000024b08030ba8,eui-b827ebfffe53916f",264,14:25:42,383.7,0.6,42.9676,26.3662,7545.0,2.44,7
"$$icspace19,265,14:27:45,327.0,-2.8,42.9502,26.3581,7556.00,2.44,8*01E9","eui-b827ebfffe3879a8,eui-1002fcc23d0f60ea,eui-0000024b08030ba8,eui-b827ebfffe53916f",265,14:27:45,327.0,-2.8,42.9502,26.3581,7556.0,2.44,8
"$$icspace19,268,14:33:54,382.1,-4.4,42.8991,26.3326,7630.00,2.44,7*C5A9","eui-7276ff00080e030a,eui-b827ebfffe3879a8,eui-1002fcc23d0f60ea,eui-0000024b08030ba8,eui-b827ebfffe53916f",268,14:33:54,382.1,-4.4,42.8991,26.3326,7630.0,2.44,7
"$$icspace19,270,14:38:00,385.9,-2.5,42.8648,26.3145,7466.00,2.44,5*16F0","eui-b827ebfffe53916f,eui-1002fcc23d0f60ea",270,14:38:00,385.9,-2.5,42.8648,26.3145,7466.0,2.44,5
"$$icspace19,271,14:40:03,388.1,-0.1,42.8478,26.3050,7478.00,2.44,5*8C24","eui-b827ebfffed01f62,eui-b827ebfffe3879a8,eui-7276ff00080e030a,eui-0000024b08030ba8,eui-b827ebfffe53916f",271,14:40:03,388.1,-0.1,42.8478,26.305,7478.0,2.44,5
"$$icspace19,272,14:42:06,386.8,-2.9,42.8304,26.2966,7485.00,2.44,5*5937","eui-b827ebfffe3879a8,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-7276ff00080e030a,eui-b827ebfffed01f62,eui-0000024b08030ba8",272,14:42:06,386.8,-2.9,42.8304,26.2966,7485.0,2.44,5
"$$icspace19,273,14:44:09,331.6,0.0,42.8132,26.2884,7493.00,2.44,4*DCA1","eui-b827ebfffed01f62,eui-b827ebfffe3879a8,eui-1002fcc23d0f60ea,eui-b827ebfffe53916f,eui-7276ff00080e030a",273,14:44:09,331.6,0.0,42.8132,26.2884,7493.0,2.44,4
"$$icspace19,275,14:48:15,380.7,-4.2,42.7779,26.2723,7521.00,2.44,4*4E82","eui-b827ebfffe3879a8,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-7276ff00080e030a,eui-3135323533004911,eui-b827ebfffed01f62,eui-0000024b08030ba8",275,14:48:15,380.7,-4.2,42.7779,26.2723,7521.0,2.44,4
"$$icspace19,276,14:50:18,388.2,-0.1,42.7605,26.2639,7490.00,2.44,5*146E","eui-b827ebfffe3879a8,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-7276ff00080e030a,eui-3135323533004911,eui-b827ebfffed01f62,eui-0000024b08030ba8",276,14:50:18,388.2,-0.1,42.7605,26.2639,7490.0,2.44,5
"$$icspace19,277,14:52:21,385.9,-0.1,42.7434,26.2556,7503.00,2.44,4*303D","eui-b827ebfffed01f62,eui-b827ebfffed708d0,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea",277,14:52:21,385.9,-0.1,42.7434,26.2556,7503.0,2.44,4
"$$icspace19,279,14:56:27,383.4,-3.4,42.7086,26.2387,7547.00,2.44,5*B9C4","eui-b827ebfffed708d0,eui-b827ebfffe3879a8,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-b827ebfffed01f62,eui-0000024b08030ba8",279,14:56:27,383.4,-3.4,42.7086,26.2387,7547.0,2.44,5
"$$icspace19,281,15:00:33,388.2,-1.8,42.6735,26.2213,7470.00,2.44,7*0FF5","eui-b827ebfffed708d0,eui-b827ebfffe3879a8,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-b827ebfffed01f62,eui-0000024b08030ba8",281,15:00:33,388.2,-1.8,42.6735,26.2213,7470.0,2.44,7
"$$icspace19,282,15:02:36,309.4,-0.9,42.6564,26.2127,7485.00,2.44,6*EB7C","eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-0000024b08030ba8,eui-7276ff00080e030a",282,15:02:36,309.4,-0.9,42.6564,26.2127,7485.0,2.44,6
"$$icspace19,283,15:04:39,384.8,-5.4,42.6398,26.2038,7530.00,2.44,5*8578","eui-3135323533004911,eui-b827ebfffe3879a8,eui-1002fcc23d0f60ea,eui-0000024b08030ba8,eui-b827ebfffe53916f",283,15:04:39,384.8,-5.4,42.6398,26.2038,7530.0,2.44,5
"$$icspace19,284,15:06:42,383.7,-6.2,42.6231,26.1944,7569.00,2.44,5*44F3","eui-b827ebfffe3879a8,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-3135323533004911,eui-b827ebfffed01f62,eui-0000024b08030ba8",284,15:06:42,383.7,-6.2,42.6231,26.1944,7569.0,2.44,5
"$$icspace19,285,15:08:45,315.7,-7.8,42.6060,26.1849,7555.00,2.44,6*24AA","eui-b827ebfffed01f62,eui-b827ebfffe3879a8,eui-1002fcc23d0f60ea,eui-b827ebfffe53916f,eui-7276ff00080e030a",285,15:08:45,315.7,-7.8,42.606,26.1849,7555.0,2.44,6
"$$icspace19,287,15:12:51,371.1,0.5,42.5718,26.1663,7539.00,2.44,6*BB9F","eui-b827ebfffe3879a8,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-7276ff00080e030a,eui-3135323533004911,eui-b827ebfffed01f62,eui-0000024b08030ba8",287,15:12:51,371.1,0.5,42.5718,26.1663,7539.0,2.44,6
"$$icspace19,289,15:17:18,387.2,-3.8,42.5344,26.1467,7445.00,2.44,7*B78A","eui-b827ebfffe3879a8,eui-b827ebfffe53916f,eui-7276ff00080e030a,eui-b827ebfffed01f62,eui-3135323533004911,eui-b827ebfffed2f153,eui-0000024b08030ba8",289,15:17:18,387.2,-3.8,42.5344,26.1467,7445.0,2.44,7
"$$icspace19,290,15:19:21,384.5,-3.4,42.5175,26.1381,7554.00,2.44,8*A878","eui-b827ebfffe3879a8,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-7276ff00080e030a,eui-b827ebfffed2f153,eui-3135323533004911,eui-b827ebfffed01f62,eui-0000024b08030ba8",290,15:19:21,384.5,-3.4,42.5175,26.1381,7554.0,2.44,8
"$$icspace19,292,15:23:49,380.8,-10.1,42.4808,26.1185,7598.00,2.44,7*F9EF","eui-b827ebfffed2f153,eui-b827ebfffe3879a8,eui-1002fcc23d0f60ea,eui-0000024b08030ba8,eui-b827ebfffe53916f",292,15:23:49,380.8,-10.1,42.4808,26.1185,7598.0,2.44,7
"$$icspace19,293,15:25:53,370.3,-8.7,42.4638,26.1089,7580.00,2.44,8*4418","eui-b827ebfffed01f62,eui-b827ebfffe3879a8,eui-1002fcc23d0f60ea,eui-b827ebfffe53916f",293,15:25:53,370.3,-8.7,42.4638,26.1089,7580.0,2.44,8
"$$icspace19,294,15:27:56,387.6,-1.9,42.4470,26.0995,7488.00,2.44,8*A27E","eui-b827ebfffed2f153,eui-b827ebfffed01f62,eui-b827ebfffe53916f,eui-1002fcc23d0f60ea,eui-7276ff00080e030a",294,15:27:56,387.6,-1.9,42.447,26.0995,7488.0,2.44,8
